,id,Trades,Profit Trades,Loss Trades,Best trade,Worst trade,Gross Profit,Gross Loss,Maximum consecutive wins,Maximal consecutive profit,Sharpe Ratio,Trading activity,Max deposit load,Latest trade,Trades per week,Avg holding time,Recovery Factor,Long Trades,Short Trades,Profit Factor,Expected Payoff,Average Profit,Average Loss,Maximum consecutive losses,Maximal consecutive loss,Monthly growth,Annual Forecast,Algo trading,Absolute,Maximal,By Balance,By Equity
0,1539593,168,133 (79.16%),35 (20.83%),8.16 USD,-11.75 USD,"289.39 USD
 (6 865 pips)","-111.62 USD
 (1 821 pips)",15 (27.84 USD),36.06 USD (11),0.45,3.25%,26.68%,2 days ago,2.0,55 minutes,13.51,87 (51.79%),81 (48.21%),2.59,1.06 USD,2.18 USD,-3.19 USD,3 (-2.73 USD),-11.75 USD (1),-3.73%,-45.22%,100%,1.18 USD,13.16 USD (11.08%),10.91% (12.98 USD),13.14% (22.82 USD)
0,1165600,1 591,1 118 (70.27%),473 (29.73%),891.00 USD,-433.50 USD,"16 424.64 USD
 (244 478 pips)","-9 597.83 USD
 (106 090 pips)",22 (260.45 USD),1 998.00 USD (7),0.1,83.01%,14.33%,2 hours ago,18.0,2 days,5.82,647 (40.67%),944 (59.33%),1.71,4.29 USD,14.69 USD,-20.29 USD,12 (-75.07 USD),-673.00 USD (6),2.13%,25.88%,98%,43.60 USD,1 172.55 USD (11.35%),21.57% (1 174.54 USD),24.32% (1 462.26 USD)
0,1503574,252,163 (64.68%),89 (35.32%),18.08 USD,-19.18 USD,"470.72 USD
 (130 458 pips)","-311.99 USD
 (86 817 pips)",17 (43.05 USD),43.05 USD (17),0.13,54.95%,77.70%,2 days ago,18.0,21 hours,6.05,123 (48.81%),129 (51.19%),1.51,0.63 USD,2.89 USD,-3.51 USD,5 (-10.55 USD),-26.25 USD (3),18.56%,225.22%,99%,9.67 USD,26.25 USD (22.60%),22.60% (26.25 USD),29.24% (38.55 USD)
0,1395641,498,382 (76.70%),116 (23.29%),98.49 USD,-297.23 USD,"3 138.09 USD
 (30 191 pips)","-1 877.20 USD
 (13 523 pips)",22 (389.63 USD),389.63 USD (22),0.19,48.14%,56.11%,6 hours ago,20.0,8 hours,3.57,227 (45.58%),271 (54.42%),1.67,2.53 USD,8.21 USD,-16.18 USD,4 (-105.95 USD),-307.03 USD (2),18.24%,221.36%,82%,5.89 USD,352.96 USD (17.92%),25.00% (352.46 USD),44.56% (615.37 USD)
0,1394911,5 453,3 811 (69.88%),1 642 (30.11%),1 996.80 USD,-1 490.08 USD,"62 760.68 USD
 (518 871 pips)","-39 497.21 USD
 (559 589 pips)",42 (94.03 USD),2 195.00 USD (28),0.05,92.24%,38.33%,13 minutes ago,135.0,8 hours,3.98,1 245 (22.83%),4 208 (77.17%),1.59,4.27 USD,16.47 USD,-24.05 USD,12 (-1 232.93 USD),-5 840.19 USD (8),16.67%,202.30%,96%,302.77 USD,5 840.19 USD (22.26%),22.26% (5 840.19 USD),47.90% (12 257.13 USD)
0,1612052,343,251 (73.17%),92 (26.82%),347.85 USD,-154.36 USD,"9 552.71 USD
 (480 290 pips)","-3 125.66 USD
 (241 468 pips)",17 (882.46 USD),882.46 USD (17),0.31,69.11%,9.32%,3 hours ago,19.0,9 hours,20.18,141 (41.11%),202 (58.89%),3.06,18.74 USD,38.06 USD,-33.97 USD,4 (-146.06 USD),-248.12 USD (2),52.27%,634.17%,56%,0.00 USD,318.41 USD (8.51%),10.81% (146.06 USD),29.74% (1 548.03 USD)
0,980283,1 724,1 320 (76.56%),404 (23.43%),52.41 EUR,-115.98 EUR,"4 438.40 EUR
 (241 673 pips)","-2 109.65 EUR
 (107 834 pips)",39 (68.19 EUR),162.43 EUR (21),0.18,69.78%,39.22%,5 hours ago,42.0,2 days,14.71,852 (49.42%),872 (50.58%),2.1,1.35 EUR,3.36 EUR,-5.22 EUR,13 (-108.67 EUR),-115.98 EUR (1),4.39%,53.54%,99%,0.19 EUR,158.31 EUR (6.96%),10.16% (117.34 EUR),51.60% (712.70 EUR)
0,753298,4 003,2 852 (71.24%),1 151 (28.75%),1 150.88 USD,-1 416.96 USD,"141 801.04 USD
 (617 267 pips)","-71 136.76 USD
 (419 645 pips)",71 (1 856.16 USD),2 436.50 USD (7),0.18,81.27%,95.45%,4 hours ago,9.0,2 days,18.06,2 226 (55.61%),1 777 (44.39%),1.99,17.65 USD,49.72 USD,-61.80 USD,15 (-476.68 USD),-2 146.95 USD (3),1.87%,22.65%,79%,0.00 USD,3 912.46 USD (9.80%),9.82% (3 912.46 USD),43.27% (12 449.88 USD)
0,1393717,76,35 (46.05%),41 (53.95%),84.84 EUR,-71.32 EUR,"842.59 EUR
 (248 222 pips)","-544.51 EUR
 (214 420 pips)",7 (369.96 EUR),369.96 EUR (7),0.2,80.95%,77.47%,15 hours ago,9.0,3 days,1.6,36 (47.37%),40 (52.63%),1.55,3.92 EUR,24.07 EUR,-13.28 EUR,7 (-86.00 EUR),-95.52 EUR (4),-0.56%,-6.78%,96%,0.81 EUR,186.44 EUR (32.79%),34.94% (187.68 EUR),16.57% (83.66 EUR)
0,1184039,1 065,751 (70.51%),314 (29.48%),563.47 AUD,-250.60 AUD,"10 870.07 AUD
 (38 435 pips)","-8 110.80 AUD
 (21 092 pips)",22 (357.98 AUD),603.75 AUD (3),0.12,14.51%,17.08%,9 hours ago,18.0,8 hours,3.58,450 (42.25%),615 (57.75%),1.34,2.59 AUD,14.47 AUD,-25.83 AUD,7 (-201.68 AUD),-446.31 AUD (3),0.78%,9.46%,99%,0.84 AUD,771.09 AUD (25.00%),17.60% (770.67 AUD),11.83% (228.61 AUD)
0,818618,1 994,1 544 (77.43%),450 (22.57%),485.26 USD,-632.32 USD,"20 164.77 USD
 (467 540 pips)","-9 076.18 USD
 (276 204 pips)",71 (860.14 USD),860.14 USD (71),0.23,75.20%,6.27%,6 hours ago,21.0,3 days,4.77,1 073 (53.81%),921 (46.19%),2.22,5.56 USD,13.06 USD,-20.17 USD,6 (-2 309.22 USD),-2 309.22 USD (6),1.44%,17.52%,99%,0.22 USD,2 322.24 USD (14.02%),11.15% (2 317.88 USD),27.55% (4 699.78 USD)
0,1052189,390,257 (65.89%),133 (34.10%),44.04 AUD,-21.30 AUD,"1 284.92 AUD
 (68 080 pips)","-489.60 AUD
 (28 044 pips)",16 (23.44 AUD),96.41 AUD (11),0.34,49.42%,101.62%,2 days ago,7.0,1 day,5.9,232 (59.49%),158 (40.51%),2.62,2.04 AUD,5.00 AUD,-3.68 AUD,10 (-56.60 AUD),-56.60 AUD (10),5.69%,69.02%,33%,0.04 AUD,134.80 AUD (17.81%),12.73% (134.61 AUD),12.73% (138.02 AUD)
0,1486635,139,62 (44.60%),77 (55.40%),601.56 USD,-546.86 USD,"6 580.87 USD
 (2 903 599 pips)","-4 476.87 USD
 (2 264 832 pips)",29 (1 411.56 USD),1 411.56 USD (29),0.14,81.82%,12.17%,5 days ago,4.0,3 days,1.63,54 (38.85%),85 (61.15%),1.47,15.14 USD,106.14 USD,-58.14 USD,17 (-559.16 USD),-1 293.24 USD (5),13.06%,158.45%,0%,304.17 USD,1 293.24 USD (40.58%),42.41% (1 004.72 USD),31.15% (848.18 USD)
0,783756,2 734,1 982 (72.49%),752 (27.51%),117.79 USD,-180.82 USD,"24 217.66 USD
 (91 740 pips)","-19 291.14 USD
 (52 359 pips)",51 (174.60 USD),464.99 USD (27),0.12,11.61%,106.92%,8 hours ago,55.0,2 hours,5.77,1 004 (36.72%),1 730 (63.28%),1.26,1.80 USD,12.22 USD,-25.65 USD,13 (-180.14 USD),-453.75 USD (4),-19.78%,-100.00%,99%,22.15 USD,853.87 USD (9.98%),37.75% (790.70 USD),26.40% (689.31 USD)
0,1248157,995,728 (73.16%),267 (26.83%),16.66 EUR,-35.86 EUR,"1 314.40 EUR
 (39 458 pips)","-1 104.29 EUR
 (30 664 pips)",33 (45.05 EUR),54.40 EUR (22),0.07,15.57%,30.81%,8 hours ago,16.0,2 hours,1.86,431 (43.32%),564 (56.68%),1.19,0.21 EUR,1.81 EUR,-4.14 EUR,8 (-86.86 EUR),-93.35 EUR (4),0.21%,2.60%,100%,0.00 EUR,112.70 EUR (32.99%),39.41% (107.55 EUR),23.88% (81.49 EUR)
0,1516424,102,72 (70.58%),30 (29.41%),96.06 USD,-58.82 USD,"1 252.94 USD
 (12 585 pips)","-429.82 USD
 (4 147 pips)",11 (163.20 USD),163.20 USD (11),0.49,20.51%,24.04%,1 hour ago,7.0,10 hours,8.27,49 (48.04%),53 (51.96%),2.92,8.07 USD,17.40 USD,-14.33 USD,3 (-99.56 USD),-99.56 USD (3),31.33%,380.16%,100%,0.00 USD,99.56 USD (7.06%),7.06% (99.56 USD),35.11% (456.64 USD)
0,1606066,196,169 (86.22%),27 (13.78%),55.26 USD,-30.69 USD,"2 048.23 USD
 (84 149 pips)","-280.35 USD
 (9 282 pips)",60 (1 083.32 USD),1 083.32 USD (60),0.4,36.48%,44.75%,7 hours ago,24.0,1 day,9.09,95 (48.47%),101 (51.53%),7.31,9.02 USD,12.12 USD,-10.38 USD,6 (-98.10 USD),-98.10 USD (6),13.51%,163.89%,100%,0.00 USD,194.40 USD (11.40%),11.40% (194.40 USD),16.10% (261.57 USD)
0,1530089,2 012,1 391 (69.13%),621 (30.86%),28.26 AUD,-46.85 AUD,"2 277.84 AUD
 (73 289 pips)","-1 525.91 AUD
 (45 038 pips)",30 (53.32 AUD),113.92 AUD (9),0.12,21.49%,27.69%,4 hours ago,57.0,3 hours,4.51,1 020 (50.70%),992 (49.30%),1.49,0.37 AUD,1.64 AUD,-2.46 AUD,14 (-6.27 AUD),-75.34 AUD (7),12.52%,151.87%,99%,77.82 AUD,166.76 AUD (10.86%),10.87% (166.88 AUD),9.56% (69.56 AUD)
0,721761,1 266,1 018 (80.41%),248 (19.59%),130.31 USD,-249.52 USD,"13 777.57 USD
 (155 703 pips)","-10 065.79 USD
 (86 483 pips)",43 (339.96 USD),642.83 USD (12),0.14,28.97%,22.21%,20 hours ago,17.0,1 day,1.14,675 (53.32%),591 (46.68%),1.37,2.93 USD,13.53 USD,-40.59 USD,12 (-2 926.58 USD),-2 926.58 USD (12),8.84%,107.23%,98%,0.04 USD,3 260.83 USD (60.22%),47.09% (3 261.07 USD),41.72% (1 768.50 USD)
0,1421773,5 044,2 491 (49.38%),2 553 (50.61%),495.95 USD,-406.50 USD,"50 311.37 USD
 (406 495 pips)","-46 554.24 USD
 (369 609 pips)",13 (268.48 USD),522.90 USD (2),0.04,19.22%,10.61%,19 hours ago,22.0,28 minutes,5.87,2 101 (41.65%),2 943 (58.35%),1.08,0.74 USD,20.20 USD,-18.24 USD,13 (-6.91 USD),-470.40 USD (3),6.37%,77.24%,9%,39.18 USD,640.09 USD (44.59%),44.58% (389.28 USD),17.12% (149.52 USD)
0,1198342,369,287 (77.77%),82 (22.22%),166.56 CHF,-56.92 CHF,"1 454.45 CHF
 (76 785 pips)","-456.43 CHF
 (22 071 pips)",23 (45.17 CHF),300.28 CHF (2),0.2,34.20%,25.82%,2 days ago,15.0,2 days,10.96,171 (46.34%),198 (53.66%),3.19,2.70 CHF,5.07 CHF,-5.57 CHF,4 (-39.13 CHF),-77.89 CHF (3),2.66%,32.26%,88%,0.07 CHF,91.09 CHF (1.61%),7.10% (82.97 CHF),28.60% (289.93 CHF)
0,1595967,892,667 (74.77%),225 (25.22%),387.20 USD,-74.63 USD,"3 508.09 USD
 (110 044 pips)","-1 882.44 USD
 (113 140 pips)",38 (46.05 USD),420.80 USD (2),0.08,98.48%,27.05%,19 minutes ago,40.0,16 hours,5.51,452 (50.67%),440 (49.33%),1.86,1.82 USD,5.26 USD,-8.37 USD,6 (-294.96 USD),-294.96 USD (6),24.77%,300.49%,99%,106.67 USD,294.96 USD (16.06%),16.06% (294.96 USD),45.43% (832.82 USD)
0,1514681,417,321 (76.97%),96 (23.02%),68.66 USD,-25.98 USD,"1 780.47 USD
 (134 531 pips)","-740.68 USD
 (72 855 pips)",18 (37.94 USD),105.90 USD (3),0.27,100.00%,17.38%,5 hours ago,28.0,3 days,15.22,245 (58.75%),172 (41.25%),2.4,2.49 USD,5.55 USD,-7.72 USD,6 (-37.70 USD),-68.32 USD (5),12.42%,150.68%,100%,0.64 USD,68.32 USD (10.38%),5.06% (68.87 USD),33.76% (294.89 USD)
0,1167934,237,75 (31.64%),162 (68.35%),174.40 USD,-51.51 USD,"1 797.29 USD
 (31 997 pips)","-1 234.87 USD
 (32 694 pips)",5 (35.58 USD),174.40 USD (1),0.11,37.57%,105.51%,7 hours ago,13.0,16 hours,2.02,135 (56.96%),102 (43.04%),1.46,2.37 USD,23.96 USD,-7.62 USD,18 (-239.03 USD),-239.03 USD (18),-40.35%,-100.00%,0%,5.41 USD,278.59 USD (23.05%),42.37% (278.59 USD),32.47% (51.50 USD)
0,1560883,458,359 (78.38%),99 (21.62%),2.89 EUR,-3.81 EUR,"174.56 EUR
 (19 637 pips)","-87.19 EUR
 (7 737 pips)",16 (10.03 EUR),10.03 EUR (16),0.31,9.97%,17.93%,1 day ago,11.0,2 hours,17.37,243 (53.06%),215 (46.94%),2.0,0.19 EUR,0.49 EUR,-0.88 EUR,3 (-2.42 EUR),-3.88 EUR (2),14.11%,171.23%,79%,0.89 EUR,5.03 EUR (3.09%),5.08% (4.11 EUR),7.79% (10.07 EUR)
0,1546057,520,459 (88.26%),61 (11.73%),1 022.58 EUR,-1 706.72 EUR,"19 503.59 EUR
 (674 708 pips)","-5 346.67 EUR
 (186 339 pips)",49 (1 274.32 EUR),1 682.12 EUR (13),0.26,80.58%,27.07%,6 minutes ago,33.0,14 hours,5.68,303 (58.27%),217 (41.73%),3.65,27.22 EUR,42.49 EUR,-87.65 EUR,4 (-2 492.22 EUR),-2 492.22 EUR (4),15.70%,190.45%,0%,0.00 EUR,2 492.22 EUR (16.20%),16.19% (2 492.22 EUR),40.19% (7 285.73 EUR)
0,1415131,304,212 (69.73%),92 (30.26%),935.43 AUD,-271.17 AUD,"17 084.65 AUD
 (49 596 pips)","-5 572.96 AUD
 (30 787 pips)",13 (316.34 AUD),1 906.69 AUD (5),0.3,93.82%,14.07%,1 hour ago,25.0,3 days,11.13,217 (71.38%),87 (28.62%),3.07,37.87 AUD,80.59 AUD,-60.58 AUD,6 (-995.40 AUD),-995.40 AUD (6),20.38%,247.27%,77%,0.15 AUD,1 034.38 AUD (10.73%),7.76% (342.96 AUD),47.84% (8 589.63 AUD)
0,1115580,3 960,2 775 (70.07%),1 185 (29.92%),167.16 USD,-115.32 USD,"12 755.42 USD
 (109 022 pips)","-10 751.50 USD
 (57 801 pips)",21 (61.74 USD),492.35 USD (17),0.12,16.04%,60.40%,7 hours ago,72.0,5 hours,2.22,1 430 (36.11%),2 530 (63.89%),1.19,0.51 USD,4.60 USD,-9.07 USD,10 (-11.52 USD),-295.25 USD (5),-22.74%,-100.00%,99%,97.59 USD,901.76 USD (27.68%),53.23% (599.90 USD),29.48% (796.59 USD)
0,1452362,614,445 (72.47%),169 (27.52%),216.68 USD,-92.28 USD,"2 946.64 USD
 (2 807 213 pips)","-1 360.90 USD
 (3 702 353 pips)",25 (60.63 USD),295.42 USD (6),0.13,98.42%,23.54%,13 hours ago,19.0,19 hours,10.43,605 (98.53%),9 (1.47%),2.17,2.58 USD,6.62 USD,-8.05 USD,9 (-103.45 USD),-112.17 USD (3),9.09%,110.28%,99%,0.00 USD,151.98 USD (14.54%),8.91% (151.98 USD),38.94% (742.13 USD)
0,1266385,2 777,1 863 (67.08%),914 (32.91%),7.05 USD,-9.45 USD,"1 082.61 USD
 (122 749 pips)","-863.42 USD
 (86 132 pips)",24 (9.98 USD),38.02 USD (18),0.1,21.62%,23.72%,7 hours ago,52.0,7 hours,3.53,1 090 (39.25%),1 687 (60.75%),1.25,0.08 USD,0.58 USD,-0.94 USD,11 (-32.35 USD),-32.35 USD (11),-1.58%,-19.21%,99%,3.77 USD,62.03 USD (22.06%),26.69% (62.01 USD),19.39% (40.13 USD)
0,1439723,112,54 (48.21%),58 (51.79%),84.62 EUR,-60.86 EUR,"1 022.78 EUR
 (125 259 pips)","-591.28 EUR
 (84 476 pips)",9 (315.89 EUR),315.89 EUR (9),0.21,90.24%,36.08%,15 hours ago,9.0,3 days,2.47,59 (52.68%),53 (47.32%),1.73,3.85 EUR,18.94 EUR,-10.19 EUR,9 (-21.46 EUR),-91.44 EUR (2),-5.01%,-60.75%,94%,0.73 EUR,174.74 EUR (19.32%),27.13% (160.09 EUR),15.24% (75.04 EUR)
0,1140052,4 316,3 020 (69.97%),1 296 (30.03%),195.29 USD,-167.45 USD,"15 343.15 USD
 (519 954 pips)","-11 838.22 USD
 (271 210 pips)",47 (265.50 USD),331.37 USD (27),0.1,88.41%,22.02%,5 hours ago,73.0,2 days,6.76,2 292 (53.10%),2 024 (46.90%),1.3,0.81 USD,5.08 USD,-9.13 USD,7 (-197.02 USD),-253.20 USD (2),-2.97%,-36.02%,99%,0.04 USD,518.30 USD (7.72%),8.98% (513.17 USD),38.88% (1 756.76 USD)
0,1368784,1 278,977 (76.44%),301 (23.55%),22.39 AUD,-38.59 AUD,"1 994.55 AUD
 (55 460 pips)","-1 192.18 AUD
 (28 860 pips)",57 (55.98 AUD),129.45 AUD (32),0.18,20.13%,50.07%,6 hours ago,24.0,2 hours,6.83,644 (50.39%),634 (49.61%),1.67,0.63 AUD,2.04 AUD,-3.96 AUD,9 (-28.63 AUD),-115.77 AUD (3),29.11%,353.23%,99%,1.69 AUD,117.42 AUD (13.84%),14.43% (18.10 AUD),17.62% (18.61 AUD)
0,1059619,1 677,1 117 (66.60%),560 (33.39%),154.06 EUR,-162.92 EUR,"7 634.24 EUR
 (310 755 pips)","-5 171.83 EUR
 (153 364 pips)",31 (246.59 EUR),255.48 EUR (15),0.1,69.18%,28.63%,5 hours ago,50.0,2 days,1.17,862 (51.40%),815 (48.60%),1.48,1.47 EUR,6.83 EUR,-9.24 EUR,16 (-343.02 EUR),-343.02 EUR (16),6.77%,82.10%,99%,231.45 EUR,2 113.65 EUR (54.10%),30.57% (2 112.31 EUR),43.97% (2 554.90 EUR)
0,944509,1 047,813 (77.65%),234 (22.35%),63.40 AUD,-23.34 AUD,"4 155.43 AUD
 (210 766 pips)","-1 162.23 AUD
 (71 678 pips)",35 (93.55 AUD),260.90 AUD (34),0.37,41.28%,12.03%,2 days ago,10.0,2 days,33.57,543 (51.86%),504 (48.14%),3.58,2.86 AUD,5.11 AUD,-4.97 AUD,6 (-89.15 AUD),-89.15 AUD (6),1.09%,13.18%,98%,0.65 AUD,89.15 AUD (3.26%),3.08% (89.87 AUD),23.41% (522.77 AUD)
0,1175589,1 446,1 173 (81.12%),273 (18.88%),43.54 USD,-24.26 USD,"1 938.48 USD
 (109 673 pips)","-1 296.72 USD
 (68 685 pips)",34 (26.67 USD),50.88 USD (8),0.13,79.77%,24.45%,5 hours ago,36.0,13 hours,9.32,711 (49.17%),735 (50.83%),1.49,0.44 USD,1.65 USD,-4.75 USD,4 (-41.69 USD),-41.69 USD (4),17.44%,211.60%,100%,24.35 USD,68.83 USD (7.64%),7.69% (39.67 USD),33.68% (172.69 USD)
0,1182846,1 185,936 (78.98%),249 (21.01%),43.02 USD,-20.83 USD,"1 618.25 USD
 (93 029 pips)","-1 032.42 USD
 (69 566 pips)",24 (34.77 USD),51.91 USD (10),0.11,79.48%,22.35%,5 hours ago,32.0,17 hours,10.83,580 (48.95%),605 (51.05%),1.57,0.49 USD,1.73 USD,-4.15 USD,4 (-42.27 USD),-42.27 USD (4),16.60%,201.40%,100%,6.51 USD,54.08 USD (9.19%),9.19% (54.08 USD),36.49% (175.67 USD)
0,1273204,584,449 (76.88%),135 (23.12%),3.20 USD,-5.80 USD,"195.71 USD
 (20 302 pips)","-123.53 USD
 (14 167 pips)",28 (25.86 USD),25.86 USD (28),0.14,13.17%,33.35%,5 days ago,1.0,2 hours,5.08,330 (56.51%),254 (43.49%),1.58,0.12 USD,0.44 USD,-0.92 USD,5 (-5.82 USD),-5.82 USD (5),9.39%,113.87%,100%,1.12 USD,14.20 USD (21.18%),21.18% (14.20 USD),17.15% (9.89 USD)
0,1550228,47,37 (78.72%),10 (21.28%),138.90 USD,-115.54 USD,"966.88 USD
 (3 088 pips)","-325.18 USD
 (651 pips)",10 (309.39 USD),309.39 USD (10),0.43,2.17%,45.86%,2 days ago,5.0,55 minutes,5.37,17 (36.17%),30 (63.83%),2.97,13.65 USD,26.13 USD,-32.52 USD,2 (-40.80 USD),-115.54 USD (1),11.47%,,100%,2.00 USD,119.54 USD (16.14%),15.83% (117.54 USD),18.40% (136.33 USD)
0,1640022,542,368 (67.89%),174 (32.10%),553.09 USD,-144.72 USD,"5 751.58 USD
 (43 130 pips)","-2 605.67 USD
 (64 935 pips)",48 (505.71 USD),554.63 USD (3),0.12,16.19%,3.22%,6 days ago,2.0,2 days,5.43,421 (77.68%),121 (22.32%),2.21,5.80 USD,15.63 USD,-14.98 USD,14 (-204.67 USD),-371.80 USD (3),19.23%,233.32%,80%,18.34 USD,579.39 USD (17.53%),19.80% (220.04 USD),6.57% (180.21 USD)
0,1338807,266,225 (84.58%),41 (15.41%),6.71 USD,-11.24 USD,"248.39 USD
 (31 865 pips)","-97.61 USD
 (10 608 pips)",41 (29.38 USD),45.98 USD (24),0.22,41.66%,16.64%,6 days ago,11.0,22 hours,3.99,93 (34.96%),173 (65.04%),2.54,0.57 USD,1.10 USD,-2.38 USD,3 (-1.45 USD),-15.43 USD (2),7.88%,95.64%,0%,22.01 USD,37.76 USD (32.62%),10.41% (37.80 USD),27.30% (88.09 USD)
0,1239003,970,627 (64.63%),343 (35.36%),40.75 USD,-45.73 USD,"2 189.10 USD
 (30 190 pips)","-1 241.99 USD
 (20 805 pips)",40 (49.00 USD),201.88 USD (16),0.19,5.50%,101.52%,9 hours ago,7.0,58 minutes,3.89,265 (27.32%),705 (72.68%),1.76,0.98 USD,3.49 USD,-3.62 USD,24 (-4.61 USD),-196.26 USD (9),0.66%,7.99%,87%,0.00 USD,243.47 USD (12.45%),16.73% (243.47 USD),17.08% (248.51 USD)
0,1167180,784,555 (70.79%),229 (29.21%),108.84 EUR,-32.51 EUR,"4 638.02 EUR
 (169 244 pips)","-1 576.06 EUR
 (86 067 pips)",50 (600.67 EUR),600.67 EUR (50),0.16,66.18%,107.71%,18 hours ago,18.0,2 days,18.5,404 (51.53%),380 (48.47%),2.94,3.91 EUR,8.36 EUR,-6.88 EUR,7 (-47.18 EUR),-73.86 EUR (5),3.14%,38.10%,100%,13.81 EUR,165.47 EUR (10.36%),29.47% (36.07 EUR),53.66% (1 248.94 EUR)
0,1538827,958,752 (78.49%),206 (21.50%),176.07 USD,-133.68 USD,"4 656.74 USD
 (83 332 pips)","-1 808.92 USD
 (48 964 pips)",28 (63.29 USD),209.54 USD (10),0.16,87.14%,35.60%,18 minutes ago,82.0,14 hours,11.28,478 (49.90%),480 (50.10%),2.57,2.97 USD,6.19 USD,-8.78 USD,6 (-135.49 USD),-135.49 USD (6),36.47%,442.56%,100%,0.00 USD,252.37 USD (16.95%),16.95% (252.37 USD),41.63% (569.74 USD)
0,1585940,543,429 (79.00%),114 (20.99%),397.45 USD,-165.50 USD,"7 061.38 USD
 (122 509 pips)","-3 818.75 USD
 (10 020 pips)",35 (49.81 USD),689.16 USD (21),0.25,25.51%,73.08%,19 minutes ago,165.0,6 hours,3.47,210 (38.67%),333 (61.33%),1.85,5.97 USD,16.46 USD,-33.50 USD,12 (-886.29 USD),-886.29 USD (12),36.68%,,57%,0.88 USD,933.51 USD (31.84%),27.40% (632.62 USD),23.34% (962.84 USD)
0,1202927,829,562 (67.79%),267 (32.21%),23.20 USD,-42.66 USD,"1 402.64 USD
 (25 895 pips)","-897.90 USD
 (15 964 pips)",26 (58.75 USD),75.41 USD (14),0.18,4.33%,102.11%,9 hours ago,7.0,1 hour,2.23,211 (25.45%),618 (74.55%),1.56,0.61 USD,2.50 USD,-3.36 USD,8 (-146.84 USD),-146.84 USD (8),0.68%,8.28%,81%,0.00 USD,226.14 USD (23.52%),20.13% (226.14 USD),15.48% (153.55 USD)
0,1359634,3 992,2 940 (73.64%),1 052 (26.35%),184.98 EUR,-119.61 EUR,"12 025.01 EUR
 (248 866 pips)","-9 792.31 EUR
 (177 815 pips)",45 (190.94 EUR),368.22 EUR (11),0.07,88.63%,51.01%,6 minutes ago,146.0,8 hours,4.95,1 873 (46.92%),2 119 (53.08%),1.23,0.56 EUR,4.09 EUR,-9.31 EUR,10 (-42.07 EUR),-239.33 EUR (5),9.79%,118.81%,96%,150.60 EUR,450.89 EUR (20.63%),25.92% (451.72 EUR),47.16% (470.99 EUR)
0,1079507,853,852 (99.88%),1 (0.12%),7.04 USD,-0.04 USD,"829.98 USD
 (59 794 pips)",-23.56 USD,519 (405.34 USD),424.64 USD (333),1.3,77.74%,5.03%,14 minutes ago,19.0,1 day,2016.05,853 (100.00%),0 (0.00%),35.23,0.95 USD,0.97 USD,-23.56 USD,1 (-0.04 USD),-0.04 USD (1),6.39%,77.52%,23%,0.04 USD,0.40 USD (0.05%),0.01% (0.04 USD),28.22% (187.45 USD)
0,1387996,639,552 (86.38%),87 (13.62%),66.94 USD,-24.55 USD,"1 043.23 USD
 (55 896 pips)","-505.60 USD
 (31 403 pips)",61 (41.90 USD),82.32 USD (10),0.16,84.66%,11.75%,5 hours ago,23.0,16 hours,8.98,323 (50.55%),316 (49.45%),2.06,0.84 USD,1.89 USD,-5.81 USD,5 (-42.56 USD),-59.34 USD (3),24.95%,302.74%,100%,3.39 USD,59.88 USD (9.53%),9.96% (44.00 USD),28.55% (125.59 USD)
0,1386379,1 073,756 (70.45%),317 (29.54%),13.53 USD,-13.12 USD,"754.62 USD
 (36 432 pips)","-481.45 USD
 (15 420 pips)",22 (17.13 USD),28.55 USD (4),0.19,12.58%,50.07%,9 hours ago,36.0,6 hours,8.31,477 (44.45%),596 (55.55%),1.57,0.25 USD,1.00 USD,-1.52 USD,7 (-15.63 USD),-16.71 USD (3),-5.20%,-63.11%,96%,0.16 USD,32.89 USD (8.26%),14.68% (21.00 USD),19.59% (24.48 USD)
0,1500874,1 066,784 (73.54%),282 (26.45%),27.10 USD,-58.16 USD,"1 760.25 USD
 (117 320 pips)","-1 268.96 USD
 (55 826 pips)",23 (25.45 USD),151.16 USD (11),0.11,65.03%,19.38%,3 hours ago,18.0,15 hours,2.9,352 (33.02%),714 (66.98%),1.39,0.46 USD,2.25 USD,-4.50 USD,5 (-168.26 USD),-168.26 USD (5),10.64%,129.11%,100%,79.97 USD,169.38 USD (23.65%),30.70% (168.89 USD),45.65% (257.56 USD)
0,974513,1 028,598 (58.17%),430 (41.83%),124.10 USD,-200.00 USD,"11 719.26 USD
 (147 243 pips)","-9 453.39 USD
 (136 941 pips)",16 (369.15 USD),369.15 USD (16),0.07,77.59%,88.08%,4 hours ago,18.0,2 days,1.84,395 (38.42%),633 (61.58%),1.24,2.20 USD,19.60 USD,-21.98 USD,32 (-86.65 USD),-664.60 USD (6),4.19%,50.80%,87%,247.63 USD,1 234.10 USD (40.23%),40.23% (1 234.10 USD),41.95% (900.43 USD)
