,id,Trades,Profit Trades,Loss Trades,Best trade,Worst trade,Gross Profit,Gross Loss,Maximum consecutive wins,Maximal consecutive profit,Sharpe Ratio,Trading activity,Max deposit load,Latest trade,Trades per week,Avg holding time,Recovery Factor,Long Trades,Short Trades,Profit Factor,Expected Payoff,Average Profit,Average Loss,Maximum consecutive losses,Maximal consecutive loss,Monthly growth,Annual Forecast,Algo trading,Best trade,Maximum consecutive wins,Maximal consecutive profit,Worst trade,Maximum consecutive losses,Maximal consecutive loss,Absolute,Maximal,By Balance,By Equity
32,1224709,732,493 (67.34%),239 (32.65%),78.02 USD,-61.58 USD,"2 800.91 USD
 (197 096 pips)","-2 016.22 USD
 (99 638 pips)",19 (147.20 USD),147.20 USD (19),0.11,40.77%,60.60%,6 hours ago,6,5 hours,3.45,293 (40.03%),439 (59.97%),1.39,1.07 USD,5.68 USD,-8.44 USD,7 (-60.46 USD),-125.34 USD (6),25.64%,311.09%,0%,78.02 USD,19 (147.20 USD),147.20 USD (19),-61.58 USD,7 (-60.46 USD),-125.34 USD (6),0.11 USD,227.26 USD (25.34%),43.50% (227.19 USD),45.32% (174.58 USD)
33,1248169,800,593 (74.12%),207 (25.88%),26.06 EUR,-77.64 EUR,"2 657.65 EUR
 (34 044 pips)","-1 970.21 EUR
 (23 698 pips)",26 (78.19 EUR),86.32 EUR (7),0.1,15.49%,98.80%,2 hours ago,33,2 hours,4.44,348 (43.50%),452 (56.50%),1.35,0.86 EUR,4.48 EUR,-9.52 EUR,7 (-44.90 EUR),-104.83 EUR (3),26.38%,320.04%,99%,26.06 EUR,26 (78.19 EUR),86.32 EUR (7),-77.64 EUR,7 (-44.90 EUR),-104.83 EUR (3),26.17 EUR,154.75 EUR (13.24%),30.32% (150.40 EUR),17.65% (92.31 EUR)
34,1392089,523,453 (86.61%),70 (13.38%),115.92 USD,-151.41 USD,"1 468.31 USD
 (38 719 pips)","-658.90 USD
 (14 498 pips)",39 (258.02 USD),258.02 USD (39),0.19,49.37%,56.06%,14 hours ago,15,21 hours,4.65,231 (44.17%),292 (55.83%),2.23,1.55 USD,3.24 USD,-9.41 USD,7 (-12.71 USD),-174.84 USD (2),15.49%,187.93%,99%,115.92 USD,39 (258.02 USD),258.02 USD (39),-151.41 USD,7 (-12.71 USD),-174.84 USD (2),0.00 USD,174.18 USD (18.59%),23.06% (118.07 USD),19.51% (46.78 USD)
35,1449820,305,232 (76.06%),73 (23.93%),178.22 USD,-110.10 USD,"4 057.69 USD
 (407 307 pips)","-1 895.91 USD
 (181 335 pips)",21 (350.87 USD),350.87 USD (21),0.31,39.33%,47.04%,6 hours ago,17,8 hours,7.85,108 (35.41%),197 (64.59%),2.14,7.09 USD,17.49 USD,-25.97 USD,4 (-245.11 USD),-245.11 USD (4),32.62%,395.74%,72%,178.22 USD,21 (350.87 USD),350.87 USD (21),-110.10 USD,4 (-245.11 USD),-245.11 USD (4),13.68 USD,275.31 USD (12.93%),11.81% (279.79 USD),38.80% (822.98 USD)
36,1196985,452,398 (88.05%),54 (11.95%),172.21 EUR,-398.23 EUR,"8 101.45 EUR
 (15 470 pips)","-5 755.62 EUR
 (7 973 pips)",55 (326.76 EUR),1 188.31 EUR (20),0.2,3.46%,26.39%,2 days ago,2,3 hours,2.4,422 (93.36%),30 (6.64%),1.41,5.19 EUR,20.36 EUR,-106.59 EUR,3 (-538.34 EUR),-538.34 EUR (3),2.79%,33.79%,100%,172.21 EUR,55 (326.76 EUR),1 188.31 EUR (20),-398.23 EUR,3 (-538.34 EUR),-538.34 EUR (3),36.89 EUR,977.40 EUR (27.31%),32.32% (297.83 EUR),6.40% (314.56 EUR)
37,428416,4 372,2 878 (65.82%),1 494 (34.17%),624.00 BRL,-1 337.00 BRL,"198 706.07 BRL
 (308 224 pips)","-181 309.02 BRL
 (292 601 pips)",30 (3 010.00 BRL),3 010.00 BRL (30),0.05,2.73%,0.00%,11 hours ago,18,14 minutes,2.14,2 058 (47.07%),2 314 (52.93%),1.1,3.98 BRL,69.04 BRL,-121.36 BRL,15 (-630.00 BRL),-2 860.00 BRL (4),-14.70%,-100.00%,98%,624.00 BRL,30 (3 010.00 BRL),3 010.00 BRL (30),-1 337.00 BRL,15 (-630.00 BRL),-2 860.00 BRL (4),0.00 BRL,8 117.96 BRL (29.02%),46.97% (6 800.97 BRL),44.44% (5 505.00 BRL)
38,1562361,329,249 (75.68%),80 (24.32%),3.98 USD,-4.23 USD,"233.78 USD
 (4 727 369 pips)","-77.45 USD
 (1 492 040 pips)",19 (12.97 USD),19.24 USD (13),0.41,97.26%,0.14%,7 hours ago,35,2 days,13.01,163 (49.54%),166 (50.46%),3.02,0.48 USD,0.94 USD,-0.97 USD,9 (-12.02 USD),-12.02 USD (9),38.17%,463.12%,100%,3.98 USD,19 (12.97 USD),19.24 USD (13),-4.23 USD,9 (-12.02 USD),-12.02 USD (9),0.00 USD,12.02 USD (7.41%),9.77% (12.02 USD),15.61% (18.71 USD)
39,1562356,327,248 (75.84%),79 (24.16%),3.98 USD,-4.19 USD,"230.01 USD
 (4 652 143 pips)","-75.42 USD
 (1 454 523 pips)",19 (13.00 USD),19.24 USD (13),0.42,97.62%,0.14%,7 hours ago,35,2 days,14.46,162 (49.54%),165 (50.46%),3.05,0.47 USD,0.93 USD,-0.95 USD,8 (-10.69 USD),-10.69 USD (8),38.25%,464.09%,100%,3.98 USD,19 (13.00 USD),19.24 USD (13),-4.19 USD,8 (-10.69 USD),-10.69 USD (8),0.00 USD,10.69 USD (7.88%),8.34% (10.02 USD),15.61% (18.71 USD)
40,1562357,327,248 (75.84%),79 (24.16%),3.98 USD,-4.19 USD,"229.99 USD
 (4 651 846 pips)","-75.41 USD
 (1 454 193 pips)",19 (13.00 USD),19.25 USD (13),0.42,97.15%,0.14%,7 hours ago,35,2 days,14.46,162 (49.54%),165 (50.46%),3.05,0.47 USD,0.93 USD,-0.95 USD,8 (-10.69 USD),-10.69 USD (8),38.25%,464.11%,100%,3.98 USD,19 (13.00 USD),19.25 USD (13),-4.19 USD,8 (-10.69 USD),-10.69 USD (8),0.00 USD,10.69 USD (7.88%),8.34% (10.02 USD),15.61% (18.71 USD)
41,1210676,2 674,1 956 (73.14%),718 (26.85%),736.55 USD,-1 667.41 USD,"57 442.16 USD
 (128 909 pips)","-42 854.99 USD
 (76 104 pips)",113 (4 973.77 USD),7 226.72 USD (59),0.19,38.28%,68.72%,11 minutes ago,99,8 hours,2.49,1 029 (38.48%),1 645 (61.52%),1.34,5.46 USD,29.37 USD,-59.69 USD,31 (-2 123.60 USD),-2 140.57 USD (10),12.35%,149.85%,96%,736.55 USD,113 (4 973.77 USD),7 226.72 USD (59),-1 667.41 USD,31 (-2 123.60 USD),-2 140.57 USD (10),63.38 USD,5 854.08 USD (37.01%),21.25% (6 014.52 USD),37.20% (10 228.40 USD)
42,1452696,576,451 (78.29%),125 (21.70%),42.60 USD,-47.95 USD,"600.46 USD
 (58 339 pips)","-396.04 USD
 (40 695 pips)",28 (23.63 USD),42.60 USD (1),0.12,88.59%,29.51%,11 minutes ago,29,20 hours,2.84,293 (50.87%),283 (49.13%),1.52,0.35 USD,1.33 USD,-3.17 USD,4 (-18.43 USD),-47.95 USD (1),19.21%,233.05%,99%,42.60 USD,28 (23.63 USD),42.60 USD (1),-47.95 USD,4 (-18.43 USD),-47.95 USD (1),0.08 USD,71.90 USD (25.79%),25.80% (71.98 USD),36.08% (83.66 USD)
43,1513117,180,119 (66.11%),61 (33.89%),14.35 USD,-19.06 USD,"377.74 USD
 (90 496 pips)","-178.93 USD
 (52 887 pips)",7 (19.27 USD),34.58 USD (6),0.19,49.60%,46.14%,2 days ago,22,1 day,5.34,88 (48.89%),92 (51.11%),2.11,1.10 USD,3.17 USD,-2.93 USD,6 (-29.40 USD),-29.40 USD (6),27.57%,334.47%,99%,14.35 USD,7 (19.27 USD),34.58 USD (6),-19.06 USD,6 (-29.40 USD),-29.40 USD (6),21.18 USD,37.24 USD (33.53%),33.53% (37.24 USD),13.12% (18.67 USD)
44,1279728,543,423 (77.90%),120 (22.10%),21.53 USD,-32.86 USD,"799.74 USD
 (24 390 pips)","-492.65 USD
 (12 289 pips)",20 (46.44 USD),82.39 USD (17),0.17,11.65%,50.83%,8 hours ago,12,2 hours,4.95,261 (48.07%),282 (51.93%),1.62,0.57 USD,1.89 USD,-4.11 USD,7 (-8.54 USD),-36.11 USD (2),2.91%,35.37%,79%,21.53 USD,20 (46.44 USD),82.39 USD (17),-32.86 USD,7 (-8.54 USD),-36.11 USD (2),0.49 USD,62.06 USD (10.72%),14.50% (26.23 USD),15.64% (86.88 USD)
45,1334849,262,195 (74.42%),67 (25.57%),44.96 USD,-11.78 USD,"616.71 USD
 (34 205 pips)","-220.77 USD
 (18 447 pips)",19 (33.10 USD),64.02 USD (12),0.24,30.38%,45.21%,21 minutes ago,18,6 hours,17.75,26 (9.92%),236 (90.08%),2.79,1.51 USD,3.16 USD,-3.30 USD,3 (-8.54 USD),-22.31 USD (2),53.03%,643.47%,100%,44.96 USD,19 (33.10 USD),64.02 USD (12),-11.78 USD,3 (-8.54 USD),-22.31 USD (2),0.00 USD,22.31 USD (8.48%),10.01% (20.64 USD),46.62% (96.14 USD)
46,1392412,407,304 (74.69%),103 (25.31%),16.95 USD,-14.18 USD,"358.85 USD
 (12 732 pips)","-175.54 USD
 (3 500 pips)",16 (7.90 USD),30.16 USD (4),0.27,10.94%,20.53%,8 hours ago,24,5 hours,12.73,193 (47.42%),214 (52.58%),2.04,0.45 USD,1.18 USD,-1.70 USD,5 (-11.25 USD),-14.18 USD (1),40.85%,495.68%,97%,16.95 USD,16 (7.90 USD),30.16 USD (4),-14.18 USD,5 (-11.25 USD),-14.18 USD (1),0.04 USD,14.40 USD (8.91%),9.88% (14.29 USD),12.61% (33.34 USD)
47,884935,635,492 (77.48%),143 (22.52%),18.69 EUR,-18.83 EUR,"536.39 EUR
 (44 760 pips)","-262.11 EUR
 (14 422 pips)",36 (65.79 EUR),144.99 EUR (22),0.24,4.09%,45.16%,3 days ago,10,2 days,4.28,299 (47.09%),336 (52.91%),2.05,0.43 EUR,1.09 EUR,-1.83 EUR,17 (-5.50 EUR),-29.17 EUR (4),3.06%,37.13%,99%,18.69 EUR,36 (65.79 EUR),144.99 EUR (22),-18.83 EUR,17 (-5.50 EUR),-29.17 EUR (4),4.15 EUR,64.08 EUR (15.43%),12.79% (64.04 EUR),20.01% (23.04 EUR)
48,1481291,136,86 (63.23%),50 (36.76%),3 257.70 USD,-1 801.20 USD,"40 197.39 USD
 (668 920 pips)","-18 648.59 USD
 (234 962 pips)",19 (1 467.62 USD),13 108.20 USD (5),0.19,44.21%,10.69%,10 minutes ago,7,22 hours,4.12,72 (52.94%),64 (47.06%),2.16,158.45 USD,467.41 USD,-372.97 USD,5 (-2 245.20 USD),-3 292.78 USD (4),0.66%,8.00%,0%,3 257.70 USD,19 (1 467.62 USD),13 108.20 USD (5),-1 801.20 USD,5 (-2 245.20 USD),-3 292.78 USD (4),815.15 USD,5 228.42 USD (36.28%),36.28% (5 228.42 USD),13.71% (1 566.64 USD)
49,1450894,128,47 (36.71%),81 (63.28%),68.49 USD,-30.98 USD,"1 026.35 USD
 (25 626 pips)","-825.88 USD
 (19 604 pips)",5 (120.70 USD),120.70 USD (5),0.14,37.43%,7.49%,1 day ago,4,13 hours,1.9,68 (53.13%),60 (46.88%),1.24,1.57 USD,21.84 USD,-10.20 USD,8 (-61.40 USD),-74.69 USD (6),6.14%,74.53%,100%,68.49 USD,5 (120.70 USD),120.70 USD (5),-30.98 USD,8 (-61.40 USD),-74.69 USD (6),7.54 USD,105.25 USD (44.07%),44.51% (74.34 USD),13.35% (28.34 USD)
50,1461144,302,231 (76.49%),71 (23.51%),242.40 USD,-165.90 USD,"4 598.07 USD
 (79 842 pips)","-1 631.63 USD
 (25 053 pips)",21 (334.85 USD),655.30 USD (5),0.26,66.81%,25.49%,2 days ago,17,2 days,12.83,90 (29.80%),212 (70.20%),2.82,9.82 USD,19.91 USD,-22.98 USD,6 (-142.95 USD),-207.00 USD (4),24.41%,296.22%,0%,242.40 USD,21 (334.85 USD),655.30 USD (5),-165.90 USD,6 (-142.95 USD),-207.00 USD (4),50.35 USD,231.20 USD (10.01%),10.03% (231.20 USD),31.25% (1 169.35 USD)
51,1473495,449,278 (61.91%),171 (38.08%),43.89 USD,-44.49 USD,"2 888.32 USD
 (786 003 pips)","-1 573.81 USD
 (371 169 pips)",15 (153.67 USD),162.36 USD (5),0.24,58.48%,12.03%,2 days ago,28,1 day,7.27,221 (49.22%),228 (50.78%),1.84,2.93 USD,10.39 USD,-9.20 USD,10 (-168.20 USD),-168.20 USD (10),34.40%,417.35%,100%,43.89 USD,15 (153.67 USD),162.36 USD (5),-44.49 USD,10 (-168.20 USD),-168.20 USD (10),18.31 USD,180.92 USD (8.96%),12.94% (181.44 USD),17.87% (250.06 USD)
52,1281184,1 235,679 (54.97%),556 (45.02%),50.73 EUR,-104.30 EUR,"2 863.23 EUR
 (32 838 pips)","-2 022.08 EUR
 (15 503 pips)",24 (17.19 EUR),119.59 EUR (22),0.12,14.27%,76.67%,8 hours ago,24,6 hours,5.14,456 (36.92%),779 (63.08%),1.42,0.68 EUR,4.22 EUR,-3.64 EUR,111 (-6.38 EUR),-142.68 EUR (4),85.66%,1 039.35%,92%,50.73 EUR,24 (17.19 EUR),119.59 EUR (22),-104.30 EUR,111 (-6.38 EUR),-142.68 EUR (4),31.23 EUR,163.77 EUR (28.26%),36.50% (39.57 EUR),32.73% (248.89 EUR)
53,1569762,434,332 (76.49%),102 (23.50%),8 120.00 USD,-2 440.00 USD,"91 878.75 USD
 (111 707 pips)","-32 347.50 USD
 (47 051 pips)",38 (12 496.50 USD),12 496.50 USD (38),0.27,70.54%,19.82%,2 days ago,28,2 days,8.76,128 (29.49%),306 (70.51%),2.84,137.17 USD,276.74 USD,-317.13 USD,6 (-2 789.00 USD),-5 577.50 USD (3),37.90%,459.86%,0%,8 120.00 USD,38 (12 496.50 USD),12 496.50 USD (38),-2 440.00 USD,6 (-2 789.00 USD),-5 577.50 USD (3),750.25 USD,6 795.00 USD (7.24%),12.60% (6 795.00 USD),26.25% (13 421.00 USD)
54,1598419,292,164 (56.16%),128 (43.84%),1 793.00 USD,-1 894.46 USD,"20 886.53 USD
 (223 487 pips)","-13 571.94 USD
 (76 707 pips)",14 (357.58 USD),2 352.07 USD (9),0.13,67.88%,5.87%,15 hours ago,12,3 days,2.51,182 (62.33%),110 (37.67%),1.54,25.05 USD,127.36 USD,-106.03 USD,20 (-40.08 USD),-1 894.46 USD (1),22.17%,268.98%,2%,1 793.00 USD,14 (357.58 USD),2 352.07 USD (9),-1 894.46 USD,20 (-40.08 USD),-1 894.46 USD (1),0.00 USD,2 914.70 USD (34.86%),21.81% (2 914.70 USD),12.62% (912.23 USD)
55,1165600,1 507,1 053 (69.87%),454 (30.13%),891.00 USD,-433.50 USD,"16 109.33 USD
 (227 436 pips)","-9 562.70 USD
 (104 452 pips)",30 (182.73 USD),1 998.00 USD (7),0.1,82.01%,14.33%,12 minutes ago,9,1 day,5.58,621 (41.21%),886 (58.79%),1.68,4.34 USD,15.30 USD,-21.06 USD,12 (-75.07 USD),-673.00 USD (6),4.68%,56.75%,98%,891.00 USD,30 (182.73 USD),1 998.00 USD (7),-433.50 USD,12 (-75.07 USD),-673.00 USD (6),43.60 USD,1 172.55 USD (11.20%),21.04% (1 174.54 USD),24.32% (1 462.26 USD)
56,1526229,1 347,1 082 (80.32%),265 (19.67%),30.11 USD,-129.48 USD,"6 434.02 USD
 (148 803 pips)","-3 054.77 USD
 (62 629 pips)",77 (216.17 USD),823.58 USD (60),0.25,51.55%,20.59%,18 hours ago,71,4 hours,9.42,723 (53.67%),624 (46.33%),2.11,2.51 USD,5.95 USD,-11.53 USD,14 (-335.69 USD),-354.33 USD (7),62.51%,758.41%,100%,30.11 USD,77 (216.17 USD),823.58 USD (60),-129.48 USD,14 (-335.69 USD),-354.33 USD (7),27.71 USD,358.70 USD (8.84%),25.39% (165.63 USD),29.64% (723.27 USD)
57,818618,1 951,1 518 (77.80%),433 (22.19%),485.26 USD,-632.32 USD,"19 741.83 USD
 (461 324 pips)","-8 805.33 USD
 (269 649 pips)",71 (860.14 USD),860.14 USD (71),0.23,74.20%,6.27%,21 hours ago,36,3 days,4.71,1 047 (53.66%),904 (46.34%),2.24,5.61 USD,13.01 USD,-20.34 USD,6 (-2 309.22 USD),-2 309.22 USD (6),-1.38%,-16.74%,99%,485.26 USD,71 (860.14 USD),860.14 USD (71),-632.32 USD,6 (-2 309.22 USD),-2 309.22 USD (6),0.22 USD,2 322.24 USD (14.02%),11.15% (2 317.88 USD),27.55% (4 699.78 USD)
58,980283,1 622,1 236 (76.20%),386 (23.80%),52.41 EUR,-115.98 EUR,"4 296.98 EUR
 (229 872 pips)","-2 056.29 EUR
 (104 554 pips)",39 (68.19 EUR),162.43 EUR (21),0.18,69.78%,39.22%,13 minutes ago,27,2 days,14.15,811 (50.00%),811 (50.00%),2.09,1.38 EUR,3.48 EUR,-5.33 EUR,13 (-108.67 EUR),-115.98 EUR (1),12.39%,150.34%,99%,52.41 EUR,39 (68.19 EUR),162.43 EUR (21),-115.98 EUR,13 (-108.67 EUR),-115.98 EUR (1),0.19 EUR,158.31 EUR (6.96%),10.16% (117.34 EUR),51.60% (712.70 EUR)
59,1184039,989,704 (71.18%),285 (28.82%),563.47 AUD,-250.60 AUD,"10 037.16 AUD
 (36 090 pips)","-7 352.43 AUD
 (19 432 pips)",22 (357.98 AUD),603.75 AUD (3),0.12,14.51%,17.08%,7 hours ago,27,8 hours,3.48,425 (42.97%),564 (57.03%),1.37,2.71 AUD,14.26 AUD,-25.80 AUD,7 (-201.68 AUD),-446.31 AUD (3),22.46%,272.52%,99%,563.47 AUD,22 (357.98 AUD),603.75 AUD (3),-250.60 AUD,7 (-201.68 AUD),-446.31 AUD (3),0.84 AUD,771.09 AUD (25.00%),17.60% (770.67 AUD),11.83% (228.61 AUD)
60,1443629,160,60 (37.50%),100 (62.50%),246.45 USD,-62.56 USD,"3 953.25 USD
 (39 032 pips)","-3 189.34 USD
 (26 571 pips)",4 (430.07 USD),430.07 USD (4),0.12,21.88%,10.34%,16 minutes ago,11,4 hours,1.3,87 (54.38%),73 (45.63%),1.24,4.77 USD,65.89 USD,-31.89 USD,12 (-221.61 USD),-296.48 USD (6),-1.85%,-22.46%,98%,246.45 USD,4 (430.07 USD),430.07 USD (4),-62.56 USD,12 (-221.61 USD),-296.48 USD (6),32.73 USD,589.03 USD (31.79%),34.01% (240.89 USD),5.60% (103.65 USD)
61,1454291,895,756 (84.46%),139 (15.53%),1 104.70 EUR,-2 517.35 EUR,"38 322.88 EUR
 (997 457 pips)","-20 836.20 EUR
 (344 757 pips)",303 (5 580.14 EUR),5 580.14 EUR (303),-0.02,52.01%,82.04%,13 minutes ago,82,7 hours,2.32,678 (75.75%),217 (24.25%),1.84,19.54 EUR,50.69 EUR,-149.90 EUR,21 (-29.71 EUR),-2 823.49 EUR (2),-13.46%,-100.00%,58%,1 104.70 EUR,303 (5 580.14 EUR),5 580.14 EUR (303),-2 517.35 EUR,21 (-29.71 EUR),-2 823.49 EUR (2),695.39 EUR,7 547.37 EUR (33.46%),27.29% (7 547.37 EUR),43.18% (13 841.54 EUR)
62,1532145,1 408,1 057 (75.07%),351 (24.93%),5.17 USD,-27.56 USD,"1 066.83 USD
 (61 543 pips)","-760.91 USD
 (30 828 pips)",32 (62.21 USD),62.21 USD (32),0.15,30.93%,16.64%,1 day ago,10,3 hours,5.58,716 (50.85%),692 (49.15%),1.4,0.22 USD,1.01 USD,-2.17 USD,9 (-43.83 USD),-43.83 USD (9),30.25%,367.03%,100%,5.17 USD,32 (62.21 USD),62.21 USD (32),-27.56 USD,9 (-43.83 USD),-43.83 USD (9),0.08 USD,54.84 USD (12.62%),30.15% (32.97 USD),6.75% (7.61 USD)
63,1248157,923,679 (73.56%),244 (26.44%),16.66 EUR,-35.86 EUR,"1 248.04 EUR
 (37 145 pips)","-1 049.78 EUR
 (28 844 pips)",33 (45.05 EUR),54.40 EUR (22),0.07,15.57%,30.81%,2 hours ago,31,2 hours,1.76,398 (43.12%),525 (56.88%),1.19,0.21 EUR,1.84 EUR,-4.30 EUR,8 (-86.86 EUR),-93.35 EUR (4),30.61%,371.40%,100%,16.66 EUR,33 (45.05 EUR),54.40 EUR (22),-35.86 EUR,8 (-86.86 EUR),-93.35 EUR (4),0.00 EUR,112.70 EUR (33.03%),39.41% (107.55 EUR),23.88% (81.49 EUR)
64,1408391,479,429 (89.56%),50 (10.44%),150.00 USD,-88.85 USD,"11 400.70 USD
 (138 486 pips)","-1 420.20 USD
 (13 767 pips)",59 (1 867.31 USD),1 867.31 USD (59),0.75,37.88%,72.77%,19 minutes ago,46,19 hours,28.29,149 (31.11%),330 (68.89%),8.03,20.84 USD,26.58 USD,-28.40 USD,6 (-352.80 USD),-352.80 USD (6),88.19%,1 069.99%,83%,150.00 USD,59 (1 867.31 USD),1 867.31 USD (59),-88.85 USD,6 (-352.80 USD),-352.80 USD (6),0.00 USD,352.80 USD (4.18%),8.38% (352.80 USD),47.54% (1 854.72 USD)
65,1507561,27,14 (51.85%),13 (48.15%),60.50 USD,-55.20 USD,"681.69 USD
 (687 368 pips)","-454.31 USD
 (449 864 pips)",4 (185.46 USD),185.46 USD (4),0.27,77.76%,5.63%,15 hours ago,3,3 days,2.17,12 (44.44%),15 (55.56%),1.5,8.42 USD,48.69 USD,-34.95 USD,4 (-102.84 USD),-104.74 USD (2),-5.10%,,0%,60.50 USD,4 (185.46 USD),185.46 USD (4),-55.20 USD,4 (-102.84 USD),-104.74 USD (2),44.43 USD,104.74 USD (35.99%),35.99% (104.74 USD),24.23% (77.33 USD)
66,1394911,4 938,3 480 (70.47%),1 458 (29.53%),1 996.80 USD,-1 490.08 USD,"55 735.18 USD
 (461 214 pips)","-35 576.76 USD
 (492 275 pips)",42 (94.03 USD),2 195.00 USD (28),0.05,92.24%,38.33%,26 minutes ago,144,8 hours,3.45,1 117 (22.62%),3 821 (77.38%),1.57,4.08 USD,16.02 USD,-24.40 USD,12 (-1 232.93 USD),-5 840.19 USD (8),11.01%,133.61%,96%,1 996.80 USD,42 (94.03 USD),2 195.00 USD (28),-1 490.08 USD,12 (-1 232.93 USD),-5 840.19 USD (8),302.77 USD,5 840.19 USD (22.26%),22.26% (5 840.19 USD),47.90% (12 257.13 USD)
67,1140052,4 156,2 907 (69.94%),1 249 (30.05%),195.29 USD,-167.45 USD,"14 825.43 USD
 (498 362 pips)","-11 119.10 USD
 (261 035 pips)",47 (265.50 USD),331.37 USD (27),0.1,90.84%,22.02%,10 hours ago,33,2 days,7.62,2 229 (53.63%),1 927 (46.37%),1.33,0.89 USD,5.10 USD,-8.90 USD,6 (-86.21 USD),-253.20 USD (2),3.07%,37.21%,99%,195.29 USD,47 (265.50 USD),331.37 USD (27),-167.45 USD,6 (-86.21 USD),-253.20 USD (2),0.04 USD,486.30 USD (7.33%),8.64% (487.08 USD),38.88% (1 756.76 USD)
68,1198342,351,275 (78.34%),76 (21.65%),166.56 CHF,-56.92 CHF,"1 425.84 CHF
 (74 468 pips)","-447.46 CHF
 (21 032 pips)",23 (45.17 CHF),300.28 CHF (2),0.2,36.06%,25.82%,2 days ago,1,2 days,10.74,169 (48.15%),182 (51.85%),3.19,2.79 CHF,5.18 CHF,-5.89 CHF,4 (-39.13 CHF),-77.89 CHF (3),12.85%,155.89%,88%,166.56 CHF,23 (45.17 CHF),300.28 CHF (2),-56.92 CHF,4 (-39.13 CHF),-77.89 CHF (3),0.07 CHF,91.09 CHF (1.61%),7.10% (82.97 CHF),28.60% (289.93 CHF)
69,1503574,202,129 (63.86%),73 (36.14%),18.08 USD,-19.18 USD,"386.42 USD
 (112 733 pips)","-258.80 USD
 (66 455 pips)",17 (43.05 USD),43.05 USD (17),0.13,53.64%,77.70%,2 days ago,12,19 hours,4.86,100 (49.50%),102 (50.50%),1.49,0.63 USD,3.00 USD,-3.55 USD,5 (-10.55 USD),-26.25 USD (3),19.69%,238.87%,99%,18.08 USD,17 (43.05 USD),43.05 USD (17),-19.18 USD,5 (-10.55 USD),-26.25 USD (3),9.67 USD,26.25 USD (22.60%),22.60% (26.25 USD),29.24% (38.55 USD)
70,1568118,125,35 (28.00%),90 (72.00%),110.15 EUR,-27.79 EUR,"851.49 EUR
 (159 436 pips)","-451.30 EUR
 (46 732 pips)",5 (57.77 EUR),171.12 EUR (2),0.16,23.30%,61.22%,2 days ago,1,2 days,3.96,42 (33.60%),83 (66.40%),1.89,3.20 EUR,24.33 EUR,-5.01 EUR,15 (-68.06 EUR),-68.06 EUR (15),2.72%,33.02%,0%,110.15 EUR,5 (57.77 EUR),171.12 EUR (2),-27.79 EUR,15 (-68.06 EUR),-68.06 EUR (15),5.56 EUR,101.13 EUR (31.05%),21.84% (71.03 EUR),3.07% (25.41 EUR)
71,1338807,253,213 (84.18%),40 (15.81%),6.71 USD,-11.24 USD,"237.80 USD
 (30 603 pips)","-97.05 USD
 (10 586 pips)",41 (29.38 USD),39.56 USD (23),0.22,45.96%,16.64%,1 day ago,1,22 hours,3.73,88 (34.78%),165 (65.22%),2.45,0.56 USD,1.12 USD,-2.43 USD,3 (-1.45 USD),-15.43 USD (2),21.51%,260.95%,0%,6.71 USD,41 (29.38 USD),39.56 USD (23),-11.24 USD,3 (-1.45 USD),-15.43 USD (2),22.01 USD,37.76 USD (32.62%),10.41% (37.80 USD),27.30% (88.09 USD)
72,1266385,2 526,1 709 (67.65%),817 (32.34%),7.05 USD,-9.45 USD,"1 007.81 USD
 (113 467 pips)","-787.79 USD
 (77 654 pips)",24 (9.98 USD),38.02 USD (18),0.1,21.62%,23.72%,8 hours ago,61,7 hours,3.55,996 (39.43%),1 530 (60.57%),1.28,0.09 USD,0.59 USD,-0.96 USD,11 (-32.35 USD),-32.35 USD (11),6.80%,82.54%,99%,7.05 USD,24 (9.98 USD),38.02 USD (18),-9.45 USD,11 (-32.35 USD),-32.35 USD (11),3.77 USD,62.03 USD (22.06%),26.69% (62.01 USD),19.39% (40.13 USD)
73,753298,3 994,2 844 (71.20%),1 150 (28.79%),1 150.88 USD,-1 416.96 USD,"141 046.23 USD
 (615 283 pips)","-71 122.20 USD
 (419 582 pips)",71 (1 856.16 USD),2 436.50 USD (7),0.18,80.27%,95.45%,7 days ago,3,2 days,17.87,2 221 (55.61%),1 773 (44.39%),1.98,17.51 USD,49.59 USD,-61.85 USD,15 (-476.68 USD),-2 146.95 USD (3),6.71%,83.04%,79%,1 150.88 USD,71 (1 856.16 USD),2 436.50 USD (7),-1 416.96 USD,15 (-476.68 USD),-2 146.95 USD (3),0.00 USD,3 912.46 USD (9.80%),9.82% (3 912.46 USD),43.27% (12 449.88 USD)
74,1439723,86,44 (51.16%),42 (48.84%),84.62 EUR,-60.86 EUR,"966.34 EUR
 (112 002 pips)","-538.13 EUR
 (78 780 pips)",9 (315.89 EUR),315.89 EUR (9),0.24,90.84%,36.08%,15 hours ago,15,3 days,2.53,44 (51.16%),42 (48.84%),1.8,4.98 EUR,21.96 EUR,-12.81 EUR,8 (-43.32 EUR),-91.44 EUR (2),-10.87%,-100.00%,93%,84.62 EUR,9 (315.89 EUR),315.89 EUR (9),-60.86 EUR,8 (-43.32 EUR),-91.44 EUR (2),0.73 EUR,169.50 EUR (18.74%),26.26% (154.93 EUR),15.24% (75.04 EUR)
